name,market_capitalization_USD,price,country
Yamaha,6150000000.0,36.0,Japan
Kosé,6140000000.0,108.0,Japan
Reece Group,6140000000.0,10.0,Australia
STAG Industrial,6140000000.0,34.0,USA
Grupo Simec,6130000000.0,37.0,Mexico
HealthSouth,6130000000.0,61.0,USA
MinebeaMitsumi,6120000000.0,15.0,Japan
Futu Holdings,6120000000.0,44.0,Hong Kong
Choice Hotels International,6120000000.0,115.0,USA
Yanbu National Petrochemical,6110000000.0,11.0,S. Arabia
Indus Towers,6110000000.0,2.0,India
Krafton,6110000000.0,130.0,S. Korea
Tempur Sealy,6110000000.0,36.0,USA
Nemetschek,6100000000.0,53.0,Germany
Woodward,6100000000.0,102.0,USA
Murphy USA,6100000000.0,270.0,USA
BOSCH India,6090000000.0,207.0,India
Procore,6090000000.0,44.0,USA
TPG Telecom,6090000000.0,3.0,Australia
Magnolia Oil & Gas,6080000000.0,22.0,USA
Roku,6070000000.0,44.0,USA
South State Corp,6050000000.0,80.0,USA
Oshkosh Corporation,6050000000.0,93.0,USA
Starwood Property Trust,6050000000.0,19.0,USA
Clarivate,6040000000.0,9.0,UK
On Holding,6040000000.0,19.0,Switzerland
Pilgrim's Pride,6040000000.0,26.0,USA
PI Industries,6040000000.0,40.0,India
Kobe Bussan,6040000000.0,28.0,Japan
Swedish Orphan Biovitrum,6030000000.0,20.0,Sweden
Qualtrics,6030000000.0,10.0,USA
CTS Eventim,6030000000.0,63.0,Germany
Coupa,6020000000.0,79.0,USA
Asset World Corp,6020000000.0,0.0,Thailand
Elanco,6020000000.0,13.0,USA
Landstar System,6010000000.0,167.0,USA
Chang Hwa Commercial Bank,6000000000.0,1.0,Taiwan
Silergy,6000000000.0,16.0,China
BOC Aviation,6000000000.0,9.0,Singapore
Macy's,5990000000.0,22.0,USA
Valvoline,5990000000.0,34.0,USA
QuidelOrtho,5990000000.0,91.0,USA
Polaris,5990000000.0,103.0,USA
Daifuku,5990000000.0,48.0,Japan
United Tractors,5990000000.0,2.0,Indonesia
Taishin Financial Holdings,5980000000.0,1.0,Taiwan
AirTAC International,5970000000.0,30.0,Taiwan
Wacker Chemie,5960000000.0,120.0,Germany
Nissan Chemical,5960000000.0,43.0,Japan
Newell Brands,5950000000.0,14.0,USA
Hualan Biological Engineering,5950000000.0,3.0,China
Adecco Group,5950000000.0,36.0,Switzerland
First American,5950000000.0,58.0,USA
Huntsman Corporation,5950000000.0,31.0,USA
Kintetsu GHD,5940000000.0,31.0,Japan
ChampionX,5940000000.0,30.0,USA
Nedbank,5940000000.0,12.0,South Africa
Commercial Metals Company,5930000000.0,51.0,USA
Cosan,5930000000.0,13.0,Brazil
Descartes Systems,5920000000.0,70.0,Canada
Unimicron,5920000000.0,4.0,Taiwan
Nippon Prologis REIT,5910000000.0,2217.0,Japan
SAIC,5910000000.0,108.0,USA
Sekisui Chemical,5910000000.0,14.0,Japan
Raiffeisen Bank International,5900000000.0,18.0,Austria
Kinross Gold,5900000000.0,5.0,Canada
Konami Holdings,5900000000.0,44.0,Japan
Corporate Office Properties Trust,5890000000.0,26.0,USA
TVS Motor,5890000000.0,12.0,India
Otsuka,5890000000.0,31.0,Japan
Saia,5890000000.0,223.0,USA
Japan Real Estate Investment,5890000000.0,4253.0,Japan
Kingfisher,5880000000.0,3.0,UK
Toll Brothers,5880000000.0,53.0,USA
Hikari Tsushin,5880000000.0,133.0,Japan
Mapfre,5870000000.0,2.0,Spain
Nutanix,5870000000.0,26.0,USA
Doximity,5870000000.0,31.0,USA
Hulic,5870000000.0,8.0,Japan
Boyd Gaming,5860000000.0,56.0,USA
Sonoco,5860000000.0,60.0,USA
Convatec Group,5850000000.0,3.0,UK
Crane Co.,5850000000.0,104.0,USA
Axalta,5850000000.0,27.0,USA
Emperador Brandy,5850000000.0,0.0,Philippines
Axfood,5830000000.0,27.0,Sweden
Land Securities Group,5820000000.0,8.0,UK
Stockland,5820000000.0,2.0,Australia
Atacadão,5810000000.0,3.0,Brazil
TOTO,5810000000.0,34.0,Japan
Samsara,5810000000.0,11.0,USA
Covivio,5800000000.0,61.0,France
GitLab,5790000000.0,39.0,USA
Lithia Motors,5790000000.0,212.0,USA
Andritz,5790000000.0,58.0,Austria
HK Electric Investments,5790000000.0,1.0,Hong Kong
Banco BPM,5780000000.0,4.0,Italy
Ashland,5780000000.0,107.0,USA
Investec,5770000000.0,7.0,UK
Sumitomo Chemical,5770000000.0,4.0,Japan
Silgan Holdings,5770000000.0,52.0,USA
Info Edge,5770000000.0,45.0,India
Range Resources,5760000000.0,24.0,USA
Melco Resorts & Entertainment,5750000000.0,13.0,Hong Kong
Columbia Sportswear,5750000000.0,93.0,USA
Allegro MicroSystems,5750000000.0,30.0,USA
Ionis Pharmaceuticals,5750000000.0,41.0,USA
EnLink Midstream,5740000000.0,12.0,USA
Littelfuse,5740000000.0,232.0,USA
Tele2,5740000000.0,8.0,Sweden
Abbott India,5740000000.0,270.0,India
Alaska Airlines,5740000000.0,45.0,USA
Charoen Pokphand Foods,5740000000.0,1.0,Thailand
Fastighets AB Balder,5730000000.0,5.0,Sweden
Valley Bank,5730000000.0,11.0,USA
Mirvac Group,5720000000.0,1.0,Australia
DS Smith,5720000000.0,4.0,UK
Zomato,5720000000.0,1.0,India
Mapletree Logistics Trust,5720000000.0,1.0,Singapore
Banco Sabadell,5700000000.0,1.0,Spain
H&R Block,5700000000.0,37.0,USA
Bausch + Lomb,5700000000.0,16.0,Canada
Yamana Gold,5690000000.0,6.0,Canada
Dillard's,5690000000.0,332.0,USA
FirstService,5680000000.0,128.0,Canada
Synovus,5650000000.0,39.0,USA
Nomura Real Estate Master Fund,5650000000.0,1186.0,Japan
Spirit Realty Capital,5650000000.0,40.0,USA
Pinnacle Financial Partners,5630000000.0,74.0,USA
Page Industries,5630000000.0,505.0,India
UWM Holdings,5630000000.0,4.0,USA
PDC Energy,5630000000.0,61.0,USA
MOL Group,5630000000.0,7.0,Hungary
Tenet Healthcare,5620000000.0,52.0,USA
Endeavour Mining,5620000000.0,23.0,UK
TMX Group,5620000000.0,101.0,Canada
Getinge,5620000000.0,21.0,Sweden
ENGIE Brasil,5610000000.0,7.0,Brazil
Lumen,5610000000.0,5.0,USA
HYBE,5610000000.0,132.0,S. Korea
Tecan,5610000000.0,441.0,Switzerland
Post Holdings,5600000000.0,95.0,USA
Saudi Kayan Petrochemical Company,5600000000.0,4.0,S. Arabia
EXL Service,5600000000.0,170.0,USA
Rockwool,5590000000.0,261.0,Denmark
SiteOne Landscape Supply,5590000000.0,124.0,USA
New York Times,5590000000.0,34.0,USA
Canadian Apartment Properties REIT,5580000000.0,32.0,Canada
Petro Rio,5580000000.0,7.0,Brazil
FTI Consulting,5580000000.0,162.0,USA
Dexus,5570000000.0,5.0,Australia
Bank Pekao (Bank Polska Kasa Opieki),5570000000.0,21.0,Poland
Exelixis,5570000000.0,17.0,USA
Brunswick Corporation,5560000000.0,77.0,USA
Komerční banka,5560000000.0,29.0,Czech Republic
Commercial International Bank,5560000000.0,1.0,Egypt
Embracer Group,5560000000.0,5.0,Sweden
Light & Wonder,5560000000.0,59.0,USA
Pegatron,5560000000.0,2.0,Taiwan
TechnipFMC,5550000000.0,12.0,UK
Lancaster Colony Corporation,5550000000.0,202.0,USA
Nanya Technology,5540000000.0,2.0,Taiwan
Quiñenco,5540000000.0,3.0,Chile
Far Eastern New Century,5540000000.0,1.0,Taiwan
JSW Energy,5540000000.0,3.0,India
TAL Education Group,5540000000.0,9.0,China
KnowBe4,5530000000.0,25.0,USA
Selective Insurance,5530000000.0,92.0,USA
Idacorp,5530000000.0,109.0,USA
National Fuel Gas,5530000000.0,61.0,USA
TIM S.A.,5510000000.0,11.0,Brazil
Procter & Gamble India,5510000000.0,170.0,India
Soitec,5510000000.0,154.0,France
Square Enix,5500000000.0,46.0,Japan
Dun & Bradstreet,5500000000.0,13.0,USA
BlueScope Steel,5500000000.0,12.0,Australia
Stantec,5500000000.0,49.0,Canada
Mitsubishi Motors,5500000000.0,4.0,Japan
Yancoal,5500000000.0,4.0,Australia
MSA Safety,5490000000.0,140.0,USA
PSP Swiss Property,5490000000.0,120.0,Switzerland
ACC,5490000000.0,29.0,India
Norwegian Cruise Line,5490000000.0,13.0,USA
Beijer Ref,5490000000.0,15.0,Sweden
Beazley,5480000000.0,8.0,UK
GPT Group,5480000000.0,3.0,Australia
GXO Logistics,5480000000.0,46.0,USA
Glacier Bancorp,5470000000.0,49.0,USA
PBF Energy,5470000000.0,39.0,USA
Koei Tecmo,5460000000.0,17.0,Japan
PLDT,5460000000.0,25.0,Philippines
IDP Education,5450000000.0,20.0,Australia
Acuity Brands,5440000000.0,170.0,USA
SSAB,5440000000.0,5.0,Sweden
Container Corporation of India,5430000000.0,9.0,India
Western Union,5430000000.0,14.0,USA
United Bankshares,5430000000.0,40.0,USA
Yamato Holdings,5430000000.0,15.0,Japan
Medibank,5430000000.0,2.0,Australia
Chongqing Rural Commercial Bank,5420000000.0,0.0,China
Clearwater Analytics,5410000000.0,18.0,USA
Yageo,5410000000.0,16.0,Taiwan
Kajima,5400000000.0,11.0,Japan
Primerica,5400000000.0,146.0,USA
Lincoln National Corporation,5390000000.0,32.0,USA
Ebos Group,5380000000.0,28.0,New Zealand
M&G plc,5380000000.0,2.0,UK
City Developments,5370000000.0,6.0,Singapore
CTP N.V.,5370000000.0,12.0,Netherlands
Trent Limited,5370000000.0,15.0,India
Old National Bank,5360000000.0,18.0,USA
Element Fleet Management,5360000000.0,14.0,Canada
Clariant,5360000000.0,16.0,Switzerland
Marriott Vacations Worldwide,5350000000.0,140.0,USA
Envista,5350000000.0,33.0,USA
Option Care Health,5340000000.0,29.0,USA
Indian Hotels Company,5330000000.0,4.0,India
Georg Fischer,5330000000.0,65.0,Switzerland
The Ensign Group,5330000000.0,96.0,USA
Air Canada,5320000000.0,15.0,Canada
Vertiv Holdings,5320000000.0,14.0,USA
Quebecor,5320000000.0,23.0,Canada
Taiwan High Speed Rail,5310000000.0,1.0,Taiwan
Chord Energy,5310000000.0,128.0,USA
Hertz,5310000000.0,16.0,USA
United Breweries,5300000000.0,20.0,India
TopBuild,5300000000.0,166.0,USA
Telus International,5290000000.0,20.0,Canada
Airtel Africa,5290000000.0,1.0,UK
İsdemir,5290000000.0,2.0,Turkey
Stevanato,5290000000.0,20.0,Italy
BWX Technologies,5290000000.0,58.0,USA
Nykaa,5290000000.0,2.0,India
FAW Car,5280000000.0,1.0,China
Hagerty,5280000000.0,9.0,USA
Universal Display Corporation,5280000000.0,112.0,USA
Zydus Lifesciences,5280000000.0,5.0,India
Jabal Omar Development,5280000000.0,5.0,S. Arabia
Antero Midstream,5270000000.0,11.0,USA
Univar Solutions,5270000000.0,32.0,USA
Equatorial Energia,5270000000.0,5.0,Brazil
“K” Line,5270000000.0,20.0,Japan
Eagle Materials,5270000000.0,143.0,USA
Seven Group Holdings (SGH),5260000000.0,15.0,Australia
Lynas,5260000000.0,6.0,Malaysia
IAA-Insurance Auto Auctions,5260000000.0,39.0,USA
Apartment Income REIT,5260000000.0,35.0,USA
Worley,5260000000.0,10.0,Australia
Oak Street Health,5250000000.0,22.0,USA
Ashok Leyland,5250000000.0,2.0,India
Itochu Techno-Solutions,5250000000.0,23.0,Japan
GÜBRETAŞ,5250000000.0,16.0,Turkey
Groupe SEB,5230000000.0,95.0,France
The Weir Group,5230000000.0,20.0,UK
DraftKings,5220000000.0,12.0,USA
Muthoot Finance,5210000000.0,13.0,India
Timken Company,5210000000.0,72.0,USA
CCC Intelligent Solutions,5210000000.0,8.0,USA
Hexcel,5210000000.0,62.0,USA
Gildan,5210000000.0,29.0,Canada
Assaí Atacadista,5210000000.0,18.0,Brazil
Confluent,5200000000.0,18.0,USA
LEG Immobilien,5200000000.0,70.0,Germany
DT Midstream,5200000000.0,54.0,USA
Credit Acceptance,5190000000.0,402.0,USA
Lundin Mining,5190000000.0,7.0,Canada
Wärtsilä,5190000000.0,9.0,Finland
Wintrust Financial,5180000000.0,85.0,USA
Chart Industries,5180000000.0,122.0,USA
Somfy,5180000000.0,151.0,France
Telecom Italia,5180000000.0,0.0,Italy
BE Semiconductor,5180000000.0,65.0,Netherlands
Indian Railway Finance,5180000000.0,0.0,India
Rightmove,5180000000.0,6.0,UK
Akbank,5180000000.0,1.0,Turkey
ALD Automotive,5180000000.0,12.0,France
Balkrishna Industries,5170000000.0,27.0,India
R1 RCM,5170000000.0,12.0,USA
Guidewire Software,5170000000.0,63.0,USA
Rayonier,5150000000.0,34.0,USA
Valmet,5150000000.0,28.0,Finland
Dai Nippon Printing,5150000000.0,19.0,Japan
Apellis Pharmaceuticals,5150000000.0,47.0,USA
Voestalpine,5150000000.0,29.0,Austria
National Storage,5140000000.0,36.0,USA
DKSH Holding,5140000000.0,79.0,Switzerland
Patanjali Foods,5140000000.0,14.0,India
Barratt Developments,5140000000.0,5.0,UK
FS KKR Capital,5130000000.0,18.0,USA
Ibiden,5130000000.0,37.0,Japan
Realtek,5120000000.0,10.0,Taiwan
Cemig,5120000000.0,2.0,Brazil
HealthEquity,5120000000.0,61.0,USA
Core & Main,5100000000.0,21.0,USA
Obayashi,5100000000.0,7.0,Japan
Zurich Airport,5100000000.0,166.0,Switzerland
Coherent,5090000000.0,37.0,USA
Schaeffler India,5090000000.0,33.0,India
Gruma (Maseca),5080000000.0,14.0,Mexico
Universal Forest Products,5080000000.0,82.0,USA
Falabella,5070000000.0,2.0,Chile
Phillips-Van Heusen,5070000000.0,80.0,USA
IPG Photonics,5060000000.0,104.0,USA
McDonald's Japan,5050000000.0,38.0,Japan
AU Small Finance Bank,5050000000.0,8.0,India
Exponent,5050000000.0,100.0,USA
GLP J-REIT,5050000000.0,1072.0,Japan
Tomra,5040000000.0,17.0,Norway
Persimmon,5040000000.0,16.0,UK
Trex,5030000000.0,46.0,USA
iQIYI,5020000000.0,6.0,China
Dongfeng Motor,5020000000.0,1.0,China
Astral Poly Technik,5020000000.0,25.0,India
Power Finance Corp,5020000000.0,2.0,India
Kingsoft,5020000000.0,4.0,China
Madrigal Pharmaceuticals,5010000000.0,281.0,USA
GameStop,5010000000.0,16.0,USA
Viper Energy Partners,5000000000.0,30.0,USA
Seek Limited,5000000000.0,14.0,Australia
Colgate-Palmolive India,5000000000.0,18.0,India
Turkcell,5000000000.0,5.0,Turkey
Koito Manufacturing,4990000000.0,16.0,Japan
CG Power and Industrial Solutions,4990000000.0,3.0,India
KOBAYASHI Pharmaceutical,4980000000.0,66.0,Japan
Banco Popular,4970000000.0,68.0,USA
Euronet Worldwide,4970000000.0,98.0,USA
Noble Corporation,4970000000.0,37.0,UK
LHC Group,4960000000.0,160.0,USA
Portland General Electric,4960000000.0,49.0,USA
LOTTE Chemical,4960000000.0,140.0,S. Korea
Leonardo,4960000000.0,9.0,Italy
Dutch Bros,4960000000.0,30.0,USA
Banco de Crédito e Inversiones,4950000000.0,29.0,Chile
Prometheus Biosciences,4950000000.0,106.0,USA
Watts Water Technologies,4940000000.0,149.0,USA
Discovery Limited,4940000000.0,8.0,South Africa
Algonquin Power & Utilities,4940000000.0,7.0,Canada
Novanta,4930000000.0,138.0,USA
Valaris,4930000000.0,66.0,UK
Lufax,4930000000.0,2.0,China
Hargreaves Lansdown,4930000000.0,10.0,UK
Keyera,4930000000.0,22.0,Canada
Permian Resources,4930000000.0,9.0,USA
Intra-Cellular Therapies,4930000000.0,52.0,USA
Hanover Insurance Group,4910000000.0,138.0,USA
Alight,4900000000.0,9.0,USA
Bharat Forge,4900000000.0,11.0,India
Integra LifeSciences,4900000000.0,59.0,USA
Mercury NZ,4890000000.0,4.0,New Zealand
EVA Air,4890000000.0,1.0,Taiwan
AltaGas,4890000000.0,17.0,Canada
Brookfield Renewable,4890000000.0,28.0,USA
Chemours,4880000000.0,32.0,USA
Evoqua Water Technologies,4880000000.0,40.0,USA
First Financial Bankshares,4880000000.0,34.0,USA
Carsales,4880000000.0,14.0,Australia
National Instruments,4870000000.0,37.0,USA
X5 Retail Group,4870000000.0,18.0,Netherlands
Petro Rabigh,4870000000.0,3.0,S. Arabia
CyberArk,4870000000.0,117.0,Israel
New Jersey Resources,4860000000.0,50.0,USA
Jollibee,4860000000.0,4.0,Philippines
Perrigo,4860000000.0,36.0,Ireland
Jarir,4860000000.0,41.0,S. Arabia
Valeo,4850000000.0,20.0,France
Wendy’s Company,4850000000.0,23.0,USA
Vanguard International Semiconductor,4840000000.0,3.0,Taiwan
Yapı Kredi,4840000000.0,1.0,Turkey
Tower Semiconductor,4830000000.0,44.0,Israel
Sunrun,4830000000.0,23.0,USA
HomeServe,4830000000.0,14.0,UK
Helmerich & Payne,4820000000.0,46.0,USA
F.N.B. Corporation,4820000000.0,13.0,USA
Nippon Express,4820000000.0,54.0,Japan
NHPC Limited,4810000000.0,0.0,India
RioCan REIT,4800000000.0,16.0,Canada
Eurazeo,4800000000.0,63.0,France
Cummins India,4800000000.0,17.0,India
Cerevel Therapeutics,4800000000.0,31.0,USA
Barito Pacific,4800000000.0,0.0,Indonesia
Just Eat Takeaway,4790000000.0,22.0,Netherlands
Sharp Corporation,4790000000.0,7.0,Japan
Pirelli,4790000000.0,5.0,Italy
Saudi Investment Bank,4790000000.0,5.0,S. Arabia
Smartsheet,4780000000.0,36.0,USA
Koza Gold,4780000000.0,31.0,Turkey
Nan Ya PCB,4780000000.0,7.0,Taiwan
Five9,4780000000.0,68.0,USA
Madras Rubber Factory,4780000000.0,1128.0,India
Hyundai Glovis,4780000000.0,127.0,S. Korea
Hilton Grand Vacations,4770000000.0,42.0,USA
Asia Cement,4770000000.0,1.0,Taiwan
Stericycle,4760000000.0,52.0,USA
Johnson Matthey,4760000000.0,26.0,UK
Ormat Technologies,4760000000.0,85.0,USA
International Game Technology,4760000000.0,24.0,UK
AMN Healthcare Services,4750000000.0,110.0,USA
Bank OZK,4750000000.0,40.0,USA
Polycab India,4750000000.0,32.0,India
Atkore,4740000000.0,119.0,USA
Aalberts,4740000000.0,43.0,Netherlands
Civitas Resources,4740000000.0,56.0,USA
Bandhan Bank,4740000000.0,3.0,India
Silicon Labs,4740000000.0,142.0,USA
Mazda,4730000000.0,8.0,Japan
GOL Airlines,4730000000.0,3.0,Brazil
Fabrinet,4730000000.0,129.0,Cayman Islands
ZhongAn Insurance,4730000000.0,3.0,China
AXIS Capital,4730000000.0,56.0,Bermuda
Türk Telekom,4720000000.0,1.0,Turkey
Owl Rock Capital,4720000000.0,12.0,USA
SCSK Corporation,4720000000.0,15.0,Japan
Toppan,4700000000.0,14.0,Japan
Penn National Gaming,4700000000.0,30.0,USA
Hektaş,4690000000.0,2.0,Turkey
MP Materials,4690000000.0,26.0,USA
Black Hills,4680000000.0,72.0,USA
Coca-Cola Consolidated,4680000000.0,500.0,USA
Italgas,4680000000.0,6.0,Italy
Welcia Holdings,4680000000.0,22.0,Japan
Vale Indonesia,4680000000.0,0.0,Indonesia
Evercore,4670000000.0,120.0,USA
Tata Elxsi,4670000000.0,75.0,India
Hawaiian Electric Industries,4660000000.0,43.0,USA
GDS Holdings,4650000000.0,24.0,China
Weibo,4650000000.0,20.0,China
Applied Industrial Technologies,4650000000.0,121.0,USA
dLocal,4650000000.0,16.0,Uruguay
Tegna,4650000000.0,21.0,USA
KION Group,4650000000.0,35.0,Germany
Bank of India,4640000000.0,1.0,India
Emmi AG,4640000000.0,868.0,Switzerland
Hitachi Construction Machinery,4640000000.0,22.0,Japan
Home BancShares,4630000000.0,23.0,USA
Tobu Railway,4630000000.0,22.0,Japan
Sabancı Holding,4620000000.0,2.0,Turkey
Kite Realty,4620000000.0,21.0,USA
Fuchs Petrolub,4620000000.0,31.0,Germany
Fluor Corporation,4610000000.0,32.0,USA
BAWAG Group,4600000000.0,56.0,Austria
Bechtle,4600000000.0,37.0,Germany
Hiscox,4590000000.0,13.0,Bermuda
MACOM,4580000000.0,65.0,USA
Elastic NV,4580000000.0,48.0,USA
Topdanmarks,4570000000.0,51.0,Denmark
Under Armour,4570000000.0,10.0,USA
HashiCorp,4570000000.0,24.0,USA
Argo Investments,4570000000.0,6.0,Australia
Parsons,4560000000.0,44.0,USA
LATAM Airlines,4560000000.0,0.0,Chile
Air Lease Corporation,4560000000.0,41.0,USA
Japan Airport Terminal,4560000000.0,49.0,Japan
SPS Commerce,4550000000.0,126.0,USA
Powszechny Zakład Ubezpieczeń,4540000000.0,8.0,Poland
Calix,4540000000.0,69.0,USA
Cadence Bancorp,4540000000.0,25.0,USA
Shift4 Payments,4530000000.0,55.0,USA
Zai Lab,4530000000.0,46.0,China
Whitecap Resources,4520000000.0,7.0,Canada
Hochtief,4520000000.0,60.0,Germany
Mapletree Industrial Trust,4520000000.0,2.0,Singapore
Scor,4520000000.0,25.0,France
Bezeq,4520000000.0,2.0,Israel
Unite Group (Unite Students),4510000000.0,11.0,UK
Orica,4510000000.0,10.0,Australia
Mphasis,4510000000.0,24.0,India
ManpowerGroup,4510000000.0,89.0,USA
British Land,4500000000.0,5.0,UK
Aerojet Rocketdyne,4500000000.0,56.0,USA
IDFC FIRST Bank,4490000000.0,1.0,India
Autohome,4480000000.0,36.0,China
PowerSchool,4480000000.0,22.0,USA
Vornado Realty Trust,4480000000.0,22.0,USA
Driven Brands,4480000000.0,27.0,USA
Leggett & Platt,4480000000.0,34.0,USA
Tikehau Capital,4480000000.0,26.0,France
Element Solutions,4480000000.0,19.0,USA
Kilroy Realty,4480000000.0,38.0,USA
Shin Kong Financial Holding,4470000000.0,0.0,Taiwan
Sembcorp,4470000000.0,3.0,Singapore
ERG,4470000000.0,30.0,Italy
Maximus,4470000000.0,74.0,USA
Cencosud,4470000000.0,2.0,Chile
MSG Sports,4460000000.0,184.0,USA
Royal Boskalis Westminster,4460000000.0,35.0,Netherlands
Enagás,4460000000.0,17.0,Spain
Supermicro,4460000000.0,84.0,USA
HelloFresh,4460000000.0,26.0,Germany
APi Group,4460000000.0,19.0,USA
CSN Mineração,4460000000.0,1.0,Brazil
Jyske Bank,4450000000.0,69.0,Denmark
Schaeffler,4450000000.0,7.0,Germany
Alkermes,4450000000.0,27.0,Ireland
Terreno Realty,4450000000.0,59.0,USA
Thor Industries,4450000000.0,83.0,USA
Olam,4450000000.0,1.0,Singapore
Bucher Industries,4440000000.0,435.0,Switzerland
Mediclinic International,4440000000.0,6.0,South Africa
Neoen,4440000000.0,38.0,France
Louisiana-Pacific,4440000000.0,62.0,USA
ALTEN,4440000000.0,130.0,France
Odakyu Electric Railway,4430000000.0,12.0,Japan
Indian Bank,4420000000.0,4.0,India
AAK,4420000000.0,17.0,Sweden
Remgro Limited,4420000000.0,8.0,South Africa
Inchcape,4410000000.0,11.0,UK
Ryman Hospitality Properties,4400000000.0,80.0,USA
Hikma Pharmaceuticals,4400000000.0,20.0,UK
Schneider,4400000000.0,25.0,USA
TriNet,4400000000.0,73.0,USA
CyberAgent,4390000000.0,9.0,Japan
monday.com,4390000000.0,101.0,Israel
OneMain Financial,4390000000.0,36.0,USA
Alkem Laboratories,4390000000.0,37.0,India
IAC/InterActiveCorp,4390000000.0,49.0,USA
Wix.com,4380000000.0,75.0,Israel
MSC Industrial Direct,4380000000.0,78.0,USA
Empresas CMPC,4380000000.0,2.0,Chile
Signify,4380000000.0,35.0,Netherlands
Bangkok Expressway and Metro (BEM),4380000000.0,0.0,Thailand
JCDecaux,4380000000.0,20.0,France
Merlin Properties,4380000000.0,9.0,Spain
Metropolitan Bank (Metrobank),4370000000.0,1.0,Philippines
South Jersey Industries,4370000000.0,36.0,USA
Tofaş Türk Otomobil Fabrikası,4370000000.0,9.0,Turkey
Southwest Gas,4370000000.0,65.0,USA
Seaboard,4370000000.0,3765.0,USA
SPIE,4350000000.0,26.0,France
Offcn Education,4340000000.0,1.0,China
Technoprobe,4340000000.0,7.0,Italy
Informatica,4330000000.0,15.0,USA
Power Integrations,4330000000.0,76.0,USA
Companhia Siderúrgica Nacional,4320000000.0,3.0,Brazil
10x Genomics,4320000000.0,38.0,USA
National Mineral Development Corporation,4320000000.0,1.0,India
Iida Group,4320000000.0,15.0,Japan
Paytm,4320000000.0,7.0,India
Cirrus Logic,4320000000.0,78.0,USA
Atlas Corp,4310000000.0,15.0,Canada
Workiva,4310000000.0,82.0,USA
Enstar Group,4310000000.0,245.0,Bermuda
Frasers Group,4310000000.0,9.0,UK
Lyft,4300000000.0,12.0,USA
Temenos,4300000000.0,60.0,Switzerland
Pepkor,4300000000.0,1.0,South Africa
Dairy Farm,4300000000.0,3.0,Hong Kong
IMI plc,4300000000.0,17.0,UK
Gap Inc.,4300000000.0,12.0,USA
Powerchip Semiconductor Manufacturing,4300000000.0,1.0,Taiwan
Steel Authority of India,4290000000.0,1.0,India
Alamos Gold,4290000000.0,11.0,Canada
Hindustan Petroleum,4290000000.0,3.0,India
Insperity,4290000000.0,113.0,USA
